reviewer_name,rating,date,visit_time,review_text,wisata
SRI WULANDARI,3,5 bulan lalu,Akhir pekan,"Air terjunnya bagus, cuma sekitarnya penuh sampah. Mendaki bukit 400m dari tempat parkir.",Coban Talun
Ipoeng Anam,3,4 bulan lalu,Akhir pekan,"Pertama kali ke sini (3 thn yg lalu) saya menilai wisata ini sangat bagus, bersih nd tertata apik, tapi pada saat saya berkunjung kedua kali (thn 2025) kondisinya mohon maaf menurun baik dari sisi kebersihan maupun perawatannya, sangat disayangkan wisata ini sangat bagus nd alami tapi perawatannya skrg kurang banget🙏🙏",Coban Talun
Reza Rezanty,3,2 tahun lalu,Hari libur nasional,"Tempat dan suasana nya lumayan bagus dan sejuk, tp kurang terawat saat kami berkunjung kesana. Semoga bisa di rawat kembali untuk smua playgroundnya.",Coban Talun
Mourentsya elysabet,3,2 tahun lalu,Hari biasa,💰: bayar parkir 5k 📍: Coban talun - waktu yg dibutuhkan dari parkiran ke air terjun 15-20 menit jalan kaki - jalannya sangat curam dan masih belum terlalu aman - viewnya bagus,Coban Talun
Tety Hendarty,3,3 tahun lalu,Hari biasa,"Ada gojek utk akses menuju ke sana terutama utk yg turis berusia di atas 40 tahun, krn jalannya cukup jauh menuju ke air terjun, menanjak dan menurun. Cukup melelahkan bagi yg tidak terbiasa Hiking. Pemandangan air terjunnya indah",Coban Talun
Aisyah,3,3 tahun lalu,Tidak diketahui,"Jarak tmpat parkir ke air terjun lumayan jauh dan jalannya naik turun, tdk disarankan buat yg mudah lelah, ada ojek buat balik ke parkiran bayar nya 15k",Coban Talun
miftahul hasanah,3,5 tahun lalu,Tidak diketahui,"Mahal, setiap lokasi masih ditarik karcis lagi Awal masuk udah kena 25k untuk 2 orang dan sepeda, masih harus bayar lagi kalo masuk ke spot"" 😓 …",Coban Talun
A,3,7 tahun lalu,Tidak diketahui,Disini dingin. Bagus sih. Tapi mahal setiap spot harus bayar,Coban Talun
Eka Damayanti,3,9 bulan lalu,Tidak diketahui,"saya dan keluarga berkunjung ke coban talun saat weekday, sehingga cukup sepi hanya ada <10 pengunjung saat itu udaranya sejuk, hanya saja banyak warung2 yang tutup, kotor dan tidak terawat lingkungan nya pun kurang rapi dan tidak terawat akses menuju coban sekitar 1km dengan medan yang mudah, coban nya biasa saja tidak ada beda dengan coban yang lain htm 19k per orang untuk masuk ke wisata coban, taman bunga harus bayar lagi 10k/orang saran saya pengelola (perhutani ) atau yang lain melakukan perbaikan sarana prasarana, kebersian dan merawat tempat wisataa ini karena potensinya sangatbagus",Coban Talun
Imam Mukhoiri,3,setahun lalu,Hari biasa,"Plang papan petunjuk arah ke air terjun kurang. Tiket lumayan mahal ya,weekdays 30rb 2 orang. Udah GT masih ditawari ojek buat ke air terjun nya",Coban Talun
yan yusuf,3,2 tahun lalu,Tidak diketahui,"Parkir luas. Hanya yg perlu dibenahi jalan setapak menuju lokasi harus diperbaiki, minimal paving blok shg tidak licin, dan utk jalan turunan/tanjakan perlu dipasang pegangan shg safe/aman bagi pengunjung",Coban Talun
ismail liamsyah,3,4 tahun lalu,Tidak diketahui,"Air terjun nya kotor, banyak sampah berserakan dimana2 sangat disayangkan, padahal utk naik ke air terjun medannya lumayan berat, tlg kepada pihak pengelola supaya bersihkan sampah2 sekitar air terjun, terlepas dari itu hawa nya masih asri dan sejuk",Coban Talun
Niswatul Mukaromah,3,setahun lalu,Tidak diketahui,Tempat nya oke sih.. tapi buat aku yang kaum bawa bocil.. gak begitu cocok ya.. kalo remaja sih oke,Coban Talun
ELS MEDIA,3,7 tahun lalu,Tidak diketahui,"Jgn lupa siapin gocek lebih untuk tiket masuk dan parkir, oh ya tiap wahana ada tiket masuk lagi n bayar lagi...",Coban Talun
F n T Adventure,3,6 tahun lalu,Tidak diketahui,"Tempat nya sangat sejuk disiang hari, kalo mau nge camp jgn lupa bawa jaket tebal, klo malam hari bisa sampai 5 °C",Coban Talun
Yusuf Prasetyo,3,2 tahun lalu,Hari libur nasional,Tempat Outbound dengan udara yang sejuk khas Kota Batu,Coban Talun
titik qodarsih,3,4 tahun lalu,Tidak diketahui,Sebetulnya bagus tapi jalan masih terjal dan toilet masih kotor lalu sampah masih banyak yang buang sembarangan. Kebersihan alat makan juga kurang bersih,Coban Talun
Dinda kamaliya,3,5 tahun lalu,Tidak diketahui,"Rute menuju air terjun diperlukan jalan sajauh 1km, bisa diakses dengan berjalan maupun ojek",Coban Talun
sophia uthauthi,3,11 bulan lalu,Tidak diketahui,Sayang kurang dirawat untuk taman bunga x masih cantik2,Coban Talun
Hans Shinelir,3,6 tahun lalu,Tidak diketahui,"Tempatnya bagus , dan instagramable banget ,sayang kekuranganya masih ada jalan yang belum di aspal , dan banyaknya sampah yang berserakan 😊 …",Coban Talun
wahab erlangga,3,3 tahun lalu,Tidak diketahui,"Well. Coban talun. Bagi yang ga biasa track di perjalanan naik turun banyak yang milih ojek, jalan setapak alternatif moga cepat di perbaiki.",Coban Talun
Siti Juwariyah,3,setahun lalu,Hari biasa,Tempat nya kurang terawat. Mohon manajemen di perbaiki lg. Agar ramai pengunjung.,Coban Talun
