reviewer_name,rating,date,visit_time,review_text,wisata
MShobarI Swasono,1,4 bulan lalu,Tidak diketahui,"Berbahaya sekali banyak delman disini, kuda yg memiliki potensi tidak terkendali bisa mencelakai orang sampai mengancam nyawa, saya malam ini tertabrak delman karena kuda yang tidak terkendali, untung kondisi saya masih mempu menahan dan tidak parah, lebih baik delman di beri tempat khusus jangan menyatu dengan keramaian.. jika terjadi sesuatu siapa yang bertanggung jawab untuk di tuntut? Setelah nabrak delman lanjut ngacir, tidak ada itikad baik, hati2 yg bawa anak2 disini, banyak lalu lalang anak2 kecil yg menyewa motor trail tanpa safety",Alun Alun Kota Wisata Batu
P,1,sebulan lalu,Tidak diketahui,"Parkir menggunakan karcis, tapi karcis bekas lungset dan kotor. tidak ambil baru, sama aja gada restribusi ke pemda setempat",Alun Alun Kota Wisata Batu
Antaresh Atx,1,3 bulan lalu,Tidak diketahui,Tak tersedia parkir yg memadahi jika ramai.smrawut ruwet...tak tertera rambu ..apalagi malam.. petugas juga kurang cekatan👎 …,Alun Alun Kota Wisata Batu
anwar musyadad,1,setahun lalu,Tidak diketahui,Masjid bersih besar megah sekali Pelayanan nya juga ramah bahkan ada air minum gratis dan sandal nya jamaah pun di balikin(di tatake) 🥰🥰🥰🥰🥰🙏👍👍 Taman Bermain Ada bagus Toilet Bersih luas dan banyak Area piknik Alun alun batu memang top,Alun Alun Kota Wisata Batu
Wahyu Racaf,1,setahun lalu,Tidak diketahui,"Enak2 duduk diatas nikmatin alun2 batu eh malah diusir ibuk2 gajelas. nyusahin wisatawan. pdhal tempat duduk bnyak dan bebas duduk, maksa kita beli ditempat dia klo tidak beli diusir, minus akhlak mending diudahin aja dripada ganggu wisatawan yg lain",Alun Alun Kota Wisata Batu
Bagas Syah Bahrudin,1,sebulan lalu,Tidak diketahui,"banyak pengamen masuk area alun alun, menggangu, tidak nyaman, 😒😒😒, up up …",Alun Alun Kota Wisata Batu
Arum Indah Permata Sari,1,6 bulan lalu,Tidak diketahui,"Tukang parkirnya sangat angkuh, udah tau motor mau keluar dan udah nyerahin karcis juga malah ngitung duit depan mata customer WKWKW KOCAK",Alun Alun Kota Wisata Batu
Aini iniA,1,8 bulan lalu,Tidak diketahui,"Syok bgt sama jualan aneka bakaran sama corndog, ngotak dikitlah kalo jualan. 1tusuk sosis kecil, 2tusuk pentol(isi 3pcs pentol kecil/tusuk), 1corndog total 50rb, menurutku ga wajar ajg harganya rasanya juga ga fresh ada kecutnya, kapok gamau jajan gituan lagi... saran buat yg mau beli tanya harga dulu sblm nyesel kek saya",Alun Alun Kota Wisata Batu
Gladis Novio,1,5 bulan lalu,Tidak diketahui,"TUKANG PARKIR PREMAN BGT BAHASANYA. KERJAAN DIA KAN ATUR PARKIR YA, GABISA KASI TAU YG BAIK GA MARAH2 GTU GA BISA YA?? SOK BANGET",Alun Alun Kota Wisata Batu
Indra Suryawijaya,1,setahun lalu,Tidak diketahui,Parkir di alun alun kota batu tarif 10ribu karena musim liburan mohon pemda kota batu bisa menertipkan parkir tanpa karcis parkir Resto disini kebersihan kurang diperhatikan mohon ada peningkatan layanan,Alun Alun Kota Wisata Batu
Robi Andre Zainaldi,1,setahun lalu,Tidak diketahui,"harusnya di maps dikasih keterangan jam buka, kami sekeluarga datang jam 6 pagi (minggu), ternyata bukanya jam 8 pagi. 🥲 …",Alun Alun Kota Wisata Batu
Febri Cahyani,1,setahun lalu,Tidak diketahui,PARKIRAN SEBELAH SELATAN GAK UMUM PARKIR KETERANGAN 2000 KOK MALAH DI TARIK 3000 ?,Alun Alun Kota Wisata Batu
Sahara channel,1,setahun lalu,Tidak diketahui,"Tempat Healing sejenak, banyak kuliner di dekat- dekatnya.. Cocok untuk bermain anak-anak maupun dewasa, sejuk saat sepi..",Alun Alun Kota Wisata Batu
mutiara sari,1,10 bulan lalu,Tidak diketahui,"Pungli 😃 Ada keterangan dirompi ""tanpa karcis parkir gratis"" Tetap ditarik padahal awal dateng udah minta karcis katanya nanti, pas balik pulang diminta karcis katanya ga ada karcis. Kang parkirnya kalau ngomong songong nada nantang, yaa saya sentak balik 🥰",Alun Alun Kota Wisata Batu
Google Inc.,1,4 bulan lalu,Tidak diketahui,"Tukang parkir skitar alun² kasar², g prnah ngenyam bangku sekolah",Alun Alun Kota Wisata Batu
Bung Zung,1,4 bulan lalu,Tidak diketahui,Banyak pengamen gak tau diri udah dikasih ga bilang makasih,Alun Alun Kota Wisata Batu
Shaka Fendy,1,setahun lalu,Tidak diketahui,tidak seperti dulu lagi nih alun2 batu..yang duli bersih terawat..kamar mandi bersih..yah mungkin pengunjung kurang kesadaranya untuk kebersihan..merokok juga sak enak dewe ...diperkeras dan dipertegas saran aja🙏🙏 …,Alun Alun Kota Wisata Batu
dany sudiarjo,1,setahun lalu,Tidak diketahui,"Tempat yang nyaman untuk bersantai dengan keluarga.. Tapi sayang kenyamanan terganggu dengan para pengamen yang meminta uang seperti sedang memaLak.. Wahai para oknum pengamen,,seharusnya kalau orang tidak memberi ya jangan berlebihan menyodorkan gelas/kantong untuk diisi uang.. BeLum tentu orang berwisata membawa uang lebih,,bisa jadi orang hanya ingin membawa anaknya untuk bermain dan duduk-duduk santai saja.. Alangkah baiknya kalau kalian meminta dengan cara yang sopan,,entah diberi atau tidak.. Dan jangan Lupa selalu ucapkan terima kasih.. Jangan meminta dengan memaksa dan memanfaatkan keadaan,,dan jangan juga tidak mengucapkan terima kasih.. Ingat wahai oknum pengamen,,kalian harus memikirkan kedepannya seperti apa kalau kalian berbuat seenaknya,,jangan karena perilaku tidak baik kalian bisa menyebabkan Alun-Alun Kota Batu menjadi sepi pengunjung,,sehingga putaran ekonomi disana menjadi buruk dan berimbas kepada orang-orang disekitar sana..",Alun Alun Kota Wisata Batu
Merliana Wijaya,1,setahun lalu,Tidak diketahui,"Pengalaman buruk parkir motor Pertama kali ke alun alun, tukang parkir mindahin motor yg posisi dikunci seenaknya Gak selesai gitu aja, tukangnya ngamuk ngapain dikunci setir Kita mana tahu aturan itu, saat parkir gak ada tukang yg dampingin/markirin Kita kasih 2k dia ngamuk ""dibaca itu tarifnya brp"" Kita mana tahu tarifnya segitu, first time kesana Selesai dibyr kita ditinggal gitu aja, gak ada niat nolongin ngeluarin motor Tukang parkir atau preman? Tolong ya jgn bikin turis skt hati trs kapok ke alun"" Kita niat refreshing, kalian niat cari uang, sama sama yg enak",Alun Alun Kota Wisata Batu
Parhansyah Wikrama,1,setahun lalu,Tidak diketahui,"Padahal dulu pas ke sini ada petugas yang keliling buat mengingatkan pengunjung buat tidak merokok tapi entah kenapa sekarang malah tambah banyak yang merokok di dalam alun-alun, padahal sudah ada tulisan nya. Rumput nya daritadi banyak yang menginjak dan petunjuk dilarang nya kayak tidak diindahkan sama sekali. Terlihat sangat kotor dan tidak terawat sama sekali alun-alun nya",Alun Alun Kota Wisata Batu
Sinta Prayudati,1,setahun lalu,Tidak diketahui,Aqua 7.500 maksa nyuruh beli Dan ada karet di penyetan,Alun Alun Kota Wisata Batu
benita inez subagyo,1,2 tahun lalu,Tidak diketahui,"Tolong yaa tukang parkirnya di ajarin attitude. Saya parkir di suruh naik ke atas ke arah depot susu. Tetiba simpangan sama mobil dari atas, mobil saya di suruh mundur. Saya sih gk masalah mundurnya ya... Yang jadi masalahnya ada mas2 baju hitam tiba2 bilang sampean sing salah.. iki arah e mudun.. ( ngomonge bengok2 sisan, gayane koyok sing due alun2 ae rek.. nggilani..) skrg gini aja ya.. mana bisa mobil naik ke atas kalo enggak di ijinkan tukang parkirnya yg d bawah deket indomart situ.. kok aq sing di pisuh2i cak.. nek gelem yo pisuhono bolomu dewe..",Alun Alun Kota Wisata Batu
Lina,1,2 tahun lalu,Tidak diketahui,"Kecewa baru saja kesini, parkir motor bayar di tulisan 2rb trs di minta bayar lagi katanya untuk uang helm, lah kocak. Helm di parkir apa gmn maksudnya. Trs maksa lagi mintanya. Udh ga di kasih karcis pula Hati"" aja kalo parkir disana Mas"" pake topi di tgl 25 januari 2023 pukul 20.30, parkir sebelah jajanan persis. Tolong di tindak pungli"" begitu. Bikin males ksini lagi",Alun Alun Kota Wisata Batu
saifuddin,1,setahun lalu,Tidak diketahui,kalo pas weekend tukang parkirnya mengesalkan! tarif jga lebih mahal dan memandu kendaraan degan sikap yang kurang sopan👎🏻👎🏻👎🏻👎🏻 …,Alun Alun Kota Wisata Batu
hana efra,1,2 tahun lalu,Tidak diketahui,"Di batu 3 hari , tiap hari ke alun² kena parkir 2rb sesuai tarif eh barusan kesini lagi dimintain 3rb dengan nada malak DAN TIDAK DIBERI KARCIS , saya sudah sesuai bilang tarifnya 2rb malah bilang biaya helm 1rb , bukan masalah uang ya tapi kan sekarang sudah ada peraturan nya dan cara minta nya itu seperti malak , jadi ga mood kesini lagi kalo tukang parkir kaya gitu , kalo dia baik mah saya kasih 10rb juga ga masalah , tolong ya dishub ditertibkan lagi tukang parkir kaya gini , jujur itu penting ya 👎👎👎👎👎",Alun Alun Kota Wisata Batu
sempol garuda,1,11 bulan lalu,Tidak diketahui,"saya sangat sakit hati dengan kalimat yg tidak mengenakan , mbah mbah yg jual buah di area parkir motor belakang",Alun Alun Kota Wisata Batu
ferriska febiola,1,2 tahun lalu,Tidak diketahui,"mengecewakan yaa, dari segi kebersihan minus pol dimana pengunjung kesadarannya kurang untuk membuang sampah ke tempatnyaa, dan lagi dari pihak dinas kebersihan kurang memfasilitasi tempat sampah lebih banyak agar pengunjung tidak malas. selain itu yg lebih mengecewakan petugas kebersihannya tidak sopan dan melanggar privasi pengunjung dimana melakukan shoot video dan membuat provokasi seolah olah kami membuang sampah sembarangan padahal sudah dijelaskan bahwa sampah yg berserakan bukan milik kami karna sampah milik kami sudah dibuang ke tempat sampah meskipun lokasinya jauh mengecewakan poll, mungkin bisa dibina agar pekerja kebersihan lebih sopan dan tidak sembarangan mengganggu privasi orang terutama membuat video melibatkan pengunjung, thx",Alun Alun Kota Wisata Batu
E Ka,1,2 tahun lalu,Tidak diketahui,Di papan tertera parkir roda 2 atau 3 biaya 2000. Tapi di depan pasar minta 3000. Kalau mau parkir di depan ruko aja dari pada di pasar. Kalau depan ruko sesuai harganya.pungli kayak gitu kok pemdanya seakan tutup mata.,Alun Alun Kota Wisata Batu
Aisyah Putri,1,setahun lalu,Tidak diketahui,"banyak pengamen tiap satu menit disamperin terus sampe capek ga nyaman makan, orang’ pada malak tempat duduk akhirnya terpaksa pulang, makanannya mahal",Alun Alun Kota Wisata Batu
Ema Aprilisa,1,3 tahun lalu,Tidak diketahui,"Alun-alunnya nggak buka 24 jam seperti tertera di map ini ya. Tadi pagi ke sana setengah 8, ditutup semua aksesnya. Ada satu pagar utama yang terbuka, tapi di situ dipakai senam sama sekelompok ibu-ibu berbaju merah dan kami dilarang pas mau masuk. Baru tau kalau alun-alun Kota Batu tuh berasa privat property. Padahal punya pemkot kan ya? Dibangun pakai APBD yang bersumber utama dari pajak kan? Uang masyarakat juga toh berarti? Kalau alasannya belum ada petugas untuk jaga wahana berbayar, kan setidaknya ada bagian taman yang kami, rakyat jelata ini bisa nikmati untuk olahraga atau sekedar duduk santai di sana. Tolong ini jadi perhatian.",Alun Alun Kota Wisata Batu
Agus Salim,1,2 tahun lalu,Tidak diketahui,"Kapok datang lagi ke Alun2 Batu, sebenarnyan Bagus, Tapi sayang banget tempat makan di sekitar alun2 selalu di datangi orang mengamen, dan si pengamen masuk ke tempat2 makan tiap orang di mintai uang, sampai saya kehabisan uang kecil terpaksa harus tukar dulu, dan di posisi tangan kotor lagi Makan, cari uang kecil sangat tidak nyaman. sebetulnya kalau mau mengamen cukup di luar rmh Makan dan yang punya ngasih seihklasnya sdh cukup. Saya sudah kapok sekali dateng ke alun2 Batu, ketertipan kurang di tata.",Alun Alun Kota Wisata Batu
Egi Alvaren,1,2 tahun lalu,Tidak diketahui,Kotor dan jorok banget toiletnya. Kalah jsuh sama toilet pompa bensin yg GRATIS. CUMA NGURUSIN TIKET DOANK SEPERTINYA. ENTAH ADA ATAU TIDAK PETUGAS KEBERSIHANYA. Inilah KEKURANGAN tempat tempat wisata di INDOBESIA pada umumnya. Mereka tidak paham PELAYANAN.,Alun Alun Kota Wisata Batu
Eri Setiawardhana,1,2 tahun lalu,Tidak diketahui,"Pintu2 pada ditutup. Mau ke masjid harus muter dulu, mau ke indomaret juga harus muter. Parkir bis susah... Huff.. Capek dehh.. Padahal ke alun2 tinggal capeknya, makin capek. Tahu deh, apa gunanya dibikin pintu, tapi ditutup mulu.",Alun Alun Kota Wisata Batu
Yosy Melinda,1,setahun lalu,Tidak diketahui,Sayang banget toiletnya bener-bener gak kerawat dan sangat kotor. Mending berbayar tapi bersih daripada gratis tapi kotor sih,Alun Alun Kota Wisata Batu
Street History,1,4 tahun lalu,Tidak diketahui,Parkir roda 4 bayar 10rb. Gk sesuai sama perda,Alun Alun Kota Wisata Batu
Natalia Ria Atha,1,3 tahun lalu,Tidak diketahui,"Penjualan tiket ferish whell dan mary go, sangant malas, sudah lewat 1.30 siang tetapi tidak kunjung di buka, kalo memang malas mending di pecat saja pegawai yang seperti ini. Padahal antrian sudah panjang sekali",Alun Alun Kota Wisata Batu
Wisnu Tri Andika,1,2 tahun lalu,Tidak diketahui,"Jauh jauh dari batam liburan ke kota batu ,main ke alun alun batu mau naik kicir angin harga 5000 ,beli tiket 2 , duit saya 50000 rb , dan ga ada kembalian ,kata kasirnya saya suruh tukar duit dulu , ini sebuah pelayanan yang sangat buruk untuk sebuah sekelas kota wisata ,dan ini sangat tidak di rekomendasikan untuk wisatawan kota lain untuk main ke alun alun batu",Alun Alun Kota Wisata Batu
H 3 R1 subianto,1,setahun lalu,Tidak diketahui,"Untuk tempat makan, tidak ada tisu, penyajian lama, tidak ada pelayan, toilet yg tidak tersedia hingga malam",Alun Alun Kota Wisata Batu
Dodi Nur widiyanto,1,3 tahun lalu,Tidak diketahui,"Akses masuk sekarang dipersulit ,ada jam2 tertentu kita tidak boleh masuk, padahal sudah memperlihatkan kalo kita sudah vaksin 2 kali ,dan petugas cara bicara nya tidak sopan , astaghfirullah 😔 …",Alun Alun Kota Wisata Batu
Mandra Farandy Janitra,1,11 bulan lalu,Tidak diketahui,"Baru saja dari sana, petugas bagian tiket ketus banget, sangat tidak ramah 👎 …",Alun Alun Kota Wisata Batu
Nona Fajrin,1,4 tahun lalu,Tidak diketahui,"kamar mandi cewek gatau rusak apa gimana, trus akhirnya dicampur cewe cowo. parah sih, mana pembatasnya bukan tembok, dari kaca trus dilapisin cat or something warna putih, tapi putih2nya ada yg ngelontok mayan lebar gaess. ngeri bgt gak tuh 🙃 …",Alun Alun Kota Wisata Batu
Novantino Gandhadinata,1,4 tahun lalu,Tidak diketahui,"Sudah mulai kumuh & social distancing tidak terkontrol, tempat paling rawan penyebaran virus covid yg tidak terkendali, terutama pasar malam & PKLnya yg tidak ditata, sebagai orang batu asli justru risih dgn pendatang yg tidak tahu menjaga jarak & kebersihan",Alun Alun Kota Wisata Batu
Achmad Junaedi,1,2 tahun lalu,Tidak diketahui,Petugas di mainan anak di bawah bianglala sangat tidak sopan utk menjelaskan peraturan utk batas usia utk main. MANA SAYA ANTRI BELI KARCIS PANJANG BGT. TOLONG YANG SOPAN UTK MENJELASKAN KE CUSTOMER. PETUGAS AN RENO,Alun Alun Kota Wisata Batu
Rita Muji,1,setahun lalu,Tidak diketahui,Tertulis buka sekarang tapi tiap kesana jam 7 pagi pintu masih digembok padahal ada petugas. Barangkali dikasi plang pengumuman buka jam berapa.,Alun Alun Kota Wisata Batu
Agues Tajudien,1,2 tahun lalu,Tidak diketahui,Ternyata di tutup waktu habis tahun baru,Alun Alun Kota Wisata Batu
Ninik Kumalasari,1,3 tahun lalu,Tidak diketahui,Saya kecewa bgt td pagi dtg kstu blm dibuka Pintu Alun2 sbb waktu saya cmn sbenentar kpingin ngajak Cu2 jln2 mumpung dia bru bsa jln ggal sdh niat main2 di Alun Batu mmg buka Pintu Alun2 jam brapa jam 08.00 q blm bka 😭😭😭😭😭🙆🙆 …,Alun Alun Kota Wisata Batu
bayu aji,1,2 tahun lalu,Tidak diketahui,"Kecewa sama tukang parkir mobil yang arogan dan kasar, mentang"" wisatawan dari dari luar jadi seenaknya sendiri gedor"" mobil, malam minggu di target parkir 10 ribu, mohon untuk pemkot di tertibkan lagi tukang parkirnya",Alun Alun Kota Wisata Batu
Hanhan ahmad,1,2 tahun lalu,Tidak diketahui,"Berangkat jam 7 pm lbh, sampek jam 8pm lbh, antri parkir setengah jam, 8.45 pm masuk alun2, jam 9 pm alun2 tutup,, capek tau😂 …",Alun Alun Kota Wisata Batu
Herman Hidayat,1,3 tahun lalu,Tidak diketahui,"Bagus,sayangnya ga boleh masuk,kasihan orang2 banyak yang balik pulang,sudah jauh2 datang ke batu.karena kartu vaksin",Alun Alun Kota Wisata Batu
Diva Riyandani,1,4 tahun lalu,Tidak diketahui,"Tgl 12 September 2020 jam 13.58, petugas mengecek suhu dg thermogun tetapi di tangan bukan di dahi. Parah, suhu menunjukkan 33 derajat celcius.. giliran ditegur suruh ngecek di dahi malah bilangnya sama aja suhunya. Utk petugas mohon diperbaiki kesalahannya dan ditingkatkan protokol kesehatan di masa covid19 ini.",Alun Alun Kota Wisata Batu
King Kong,1,4 tahun lalu,Tidak diketahui,Kurang tertip masalah 5M covid 19...... Seharusnya di tutup dulu.. Ini pusat wisata tambh di buka... Apalagi bnyak wahana mainan anak anak... Tolong patuhi protokol COVID 19....,Alun Alun Kota Wisata Batu
Ainun Chabibah,1,3 tahun lalu,Tidak diketahui,"Petugas e plin plan.ktnya pintu masuk buka jam stgh 4 sore.giliran udh stgh 4, mundur lagi bilang jam 4.anak udah nangis minta masuk.",Alun Alun Kota Wisata Batu
Saiful Rizal,1,3 tahun lalu,Tidak diketahui,toilet yang kotor banget serta tempat air di dalam bak kamar mandi yg susah padahal dengan biaya 2rb tiap masuk toilet,Alun Alun Kota Wisata Batu
Savio,1,setahun lalu,Tidak diketahui,Kumuh... tidak rekomended.. banyak pengamen... sekali duduk bisa ada 10 lebih pengamen...,Alun Alun Kota Wisata Batu
Ricky,1,2 tahun lalu,Tidak diketahui,"Toilet berbayar 2000 tapi kotor banget, kocak sih, disaat fasilitas publik di kota lain gratis dan bersih",Alun Alun Kota Wisata Batu
Nury Fairizka,1,3 tahun lalu,Tidak diketahui,"Kuahnya kurang segar terlalu keruh,pentol baksonya maaf agak kurang fresh rasanya jadi agak eneg gitu",Alun Alun Kota Wisata Batu
Khalid Said,1,2 tahun lalu,Tidak diketahui,Desain arsitektur alun-alun ini tidak menarik bagi saya. Lebih bagus yang desain yang dulu dengan ikon tugu apelnya.,Alun Alun Kota Wisata Batu
Khaisyar Yudha,1,2 tahun lalu,Tidak diketahui,"Pintu masuknya itu mbok ya dibuka di keempat sisinya. Orang nggembol dua anak, disuruh tawaf keliling alun-alun cari pintu masuknya! 😡 …",Alun Alun Kota Wisata Batu
Johann Her,1,5 tahun lalu,Tidak diketahui,1. Fasilitas ada yg tidak berfungsi 2. Tidak ter organisasi dengan baik 3. Pengamanan bukan dari satpol,Alun Alun Kota Wisata Batu
andy mustofa,1,4 tahun lalu,Tidak diketahui,Permainan anak anak kurang bervariasi dn banyak.sehingga anak tidak maksimal bermain nya..protokol kesehatan banyak ug terlewat,Alun Alun Kota Wisata Batu
Dea putri Rosania,1,3 tahun lalu,Tidak diketahui,PENJAGA TOILET PASAR PANGGUNG SAMA SEKALI NGGAK PUNYA ATTITUDE ! ORANG ATTITUDE NYA KAYAK GAK PERNAH SEKOLAH. YAA BERHARAP AJA ORANG SEPERTI DIA GA DI TEMPATIN DI TEMPAT YANG BANYAK ORANG. PARAH !!,Alun Alun Kota Wisata Batu
Angga Itim,1,2 tahun lalu,Tidak diketahui,hati2 kalau makan sambelan yg diatas pickup.bebek mambu banger dijual.harga mahal sekali,Alun Alun Kota Wisata Batu
ABDUL 28,1,3 tahun lalu,Tidak diketahui,"Sangat tidak nyaman, lebih nyaman tahun lalu, banyak aturan gak jelas membuat orang malas datang",Alun Alun Kota Wisata Batu
muhammad Ilham,1,3 tahun lalu,Tidak diketahui,akses masuk semakin ribet fasilitas parkir mobil juga tidak memadai pokok nya sangat kecewa,Alun Alun Kota Wisata Batu
Khusnul Amin,1,2 tahun lalu,Tidak diketahui,"Kecewa banget,katanya buka 24 jam, tgl 4 Maret 2023 jam sudah di tutup",Alun Alun Kota Wisata Batu
muhammad yusril,1,2 tahun lalu,Tidak diketahui,Tidak ada pemberitahuan kalau misalnya tutup. Padahal di mapsnya infonya buka 24 jam.,Alun Alun Kota Wisata Batu
Supriyadi Cupik,1,3 tahun lalu,Tidak diketahui,"Jam istirahat tidak tepat waktu, jam dsitu tertulis jam istirhat mulai jam 11.00-12.30, Tapi Jam 10.45 sudah ditutup",Alun Alun Kota Wisata Batu
Hazmi Ramadhan,1,2 tahun lalu,Tidak diketahui,"Sudah sangat terlalu crowded utk dikunjungi, apalagi malam minggu",Alun Alun Kota Wisata Batu
sugit widodo,1,setahun lalu,Tidak diketahui,"Banyak pengamen yg maksa minta uang , gak nyaman sekali",Alun Alun Kota Wisata Batu
Icha Aisyah,1,9 bulan lalu,Tidak diketahui,"Sepi, tidaak sama seperti dulu",Alun Alun Kota Wisata Batu
effa haroen,1,4 tahun lalu,Tidak diketahui,Ramai tapi saya tidak jalan jalan keliling alun2 .Hanya di masjid depan alun2,Alun Alun Kota Wisata Batu
Agus Eko Minarno,1,3 tahun lalu,Tidak diketahui,"Terlalu ramai, ga nyaman, kotor, pesing, playground tidak terawat",Alun Alun Kota Wisata Batu
pauline liando,1,4 tahun lalu,Tidak diketahui,"Ya Allah Alun² nya ga nyaman , parkirnya Kurang , coba jauh dr alun² jd ga semerawut ...",Alun Alun Kota Wisata Batu
Ali Mudin,1,3 tahun lalu,Tidak diketahui,Mobil di beretkan sama pihak odong odong. Pak parkirnya lepas tangan,Alun Alun Kota Wisata Batu
suhar yanto,1,4 tahun lalu,Tidak diketahui,Kurang baik kesan kumuh carut semraut,Alun Alun Kota Wisata Batu
Achmad Fauzi,1,5 tahun lalu,Tidak diketahui,"Untuk penjaga di bagian kuda2an belakangnya bianglala kurang ramah ,. 👎 …",Alun Alun Kota Wisata Batu
Achmad Sufiyullah,1,4 tahun lalu,Tidak diketahui,"Polisi disana yg agak sensi, tempatnya sih bagus",Alun Alun Kota Wisata Batu
mas duri,1,3 tahun lalu,Tidak diketahui,Tempat wisatanya aparat pemburu kesalahan orang Yg berwisata ya aparatnya bukan warganya Panen panen panen,Alun Alun Kota Wisata Batu
Sultonul Mu'allifin,1,3 tahun lalu,Tidak diketahui,Ketat prokes... Ribet mau masuknya... Petugas songong2 belagu,Alun Alun Kota Wisata Batu
wnt 1412,1,4 tahun lalu,Tidak diketahui,Makanan banyak tapi gak variatif yg dijual.sama semua,Alun Alun Kota Wisata Batu
7034nd4 juanda,1,5 tahun lalu,Tidak diketahui,Terlalu ramai sebagian besartidak ada yg patuh protokol kesehatan,Alun Alun Kota Wisata Batu
Dj anwar Hidayat,1,3 tahun lalu,Tidak diketahui,"Tempatnya sangat bersih enak buat jalan""",Alun Alun Kota Wisata Batu
fathir_gansss,1,3 tahun lalu,Tidak diketahui,Enak'ramai orang. Pokoknya seru banget,Alun Alun Kota Wisata Batu
DWIBREENTX SANTOSO,1,4 tahun lalu,Tidak diketahui,Tidak bisa masuk area alun alun jam,Alun Alun Kota Wisata Batu
sofiana sofiana,1,setahun lalu,Tidak diketahui,Parkir mobil sembrawut.,Alun Alun Kota Wisata Batu
RICO PRASETIAWAN,1,2 tahun lalu,Tidak diketahui,Mohon pengamen di tertibkan karena memaksa,Alun Alun Kota Wisata Batu
elfan mauludi,1,setahun lalu,Tidak diketahui,tempatnya dingin Toilet air toiletnya dingin,Alun Alun Kota Wisata Batu
Arifu Sadjo,1,2 tahun lalu,Tidak diketahui,"Tahun baru jauh"" main kesana tapi tutup",Alun Alun Kota Wisata Batu
Sahabat lillah 78,1,2 tahun lalu,Tidak diketahui,Tadi gak boleh merokok,Alun Alun Kota Wisata Batu
bambang dwi,1,4 tahun lalu,Tidak diketahui,Hujan jadi ta bisa merasakan,Alun Alun Kota Wisata Batu
Govin Adita,1,3 tahun lalu,Tidak diketahui,Jam 1 udah sepi,Alun Alun Kota Wisata Batu
