reviewer_name,rating,date,visit_time,review_text,wisata
Fachrurrazie Fachrurrazie,5,1 minggu lalu,Hari biasa,"Kebun binatang dengan variasi taman bermain dan musium hewan konsep yang terintegrasi membuat pengalaman liburan bersama keluarga menjadi lebih seru, namun memang perlu strategi untuk bisa menikmati semua wahana yang ada didalamnya yaitu datang teng saat jatimpark2 bener bener baru buka agar leluasa dari segi waktu karena banyaknya wahana dan luasnya taman satwa didalamnya.",Jatim Park 2
10 _dy,5,2 bulan lalu,Akhir pekan,"1 lingkungan ada 4 tempat hiburan kayanya yaa, ada jatim park 2, batu education park, VIP dan drive thru park (Kalo beli mending yg paketan sekalian, bisa dicoba jatimpark 2 + drivethru park) Yg beli tiket datang agak pagian - kalo weekend/hari libur karna meski beli tiket online ditempat penukarannya tetep antri puanjaang. Dan kalo mau info ttg tiket bisa lihat di jtp.id untuk yg bawa anak kecil bisa sewa stroller karna disini luas bgt dan jalan naik turun (kasihan kalo jalan).. kmrin sewa stroller 100k dan bawain payung/topi karna panas 🤣beli topi juga ada harga 40k 😌 Didalam jatimpark 2 banyak macam² hewan , ada tempat duduk, toilet, penjual makanan dan minuman, ada juga beberapa wahana permainanan anak dan playground outdor.. didekatnya wahana permainan ada pintu masuk untuk drivethru jadi lebih dekat dan stroller ada penitipannya.. puas bgt ke sini.. di drive thru, drivernya ramah²,, dan penjelasannya jelas bgt,, terutama kakak cantik tapi lupa namanya 😅",Jatim Park 2
Rizki Rachmansyah,5,2 bulan lalu,Hari libur nasional,"Wisata Sambil Belajar Yaa Ke JTP2 , Wisata Tentang Hewan , Terdapat Museum Satwa , Kebun Binatang , Dan Eco Green Park Serta Yanv Baru Ada Virtual Intelegence Park , Rute Jalannya Sangat Menarik , Di Tengah2 Sampai Di Arena Permainan Dan Tempat Makan , Harganya Juga Standar , Mantap JTP 👍👍👍",Jatim Park 2
Esar Nurraeni,4,1 bulan lalu,Hari libur nasional,"Tempat wisata yg family friendly karena ketika membawa anak2 bisa sambil mengenal hewan2 baik darat maupun air, lalu untuk akses nya pun bisa dilalui oleh para lansia dan disabilitas karena jalanan nya dibuat semudah mungkin untuk pengguna tersebut.",Jatim Park 2
Yubayu _,5,1 bulan lalu,Hari biasa,"Semuanya oke dari lokasi, parkiran yg luas, tiket terjangkau, kuliner, bermacam koleksi hewan dan wahananya pas buat liburan keluarga dari anak-anak hingga dewasa.",Jatim Park 2
SATYA IRCHAM ALAM,5,2 bulan lalu,Hari biasa,"Gak usah banyak dijelasin. Ini adalah Salah satu spot turis paling wajib di coba di Batu. Sangat disarankan beli ticket terlebih dahulu ya. Untuk menjelajahi semua wahana, butuh waktu seharian. Sangat recommend buat dikunjungi terutama bersama keluarga",Jatim Park 2
Grace,5,3 bulan lalu,Hari biasa,"2 tahun yang lalu saya kesini, lalu tahun ini saya baru kembali lagi ke jatim park 2 ini (kemarin) ternyata sekarang sudah semakin banyak wahana dan tempat2 baru seperti virtual immersive park yang isinya banyak games dengan VR yang menyenangkan, kids friendly juga anak2 bisa coba dan ikut main, area games nya variatif dan menyenangkan, family friendly juga, tersedia cafe untuk makan dan minuman bagi pengunjung, harga tiker terjangkau. sudah banyak kemajuan untuk jatim park 2, saya rating 9/10",Jatim Park 2
Andri Ani,5,3 bulan lalu,Hari libur nasional,"Bener2 seru mengajak anak2 berwisata ke Jatim Park 2 dengan harga yang sangat terjangkau menurutku, koleksi hewannya banyak & wahana permainan juga lmyn ada buat outbound juga jd anak lebih betah untuk bermain. Masuk sekitar jam 10 - jam 4 sore baru keluar dari batu screet zoo & Driver thru park .",Jatim Park 2
Fatchya Nurlaily,5,3 bulan lalu,Hari biasa,"Luas banget, harga paket lebih murah, bisa nyobain berbagai wahana permainan tanpa harus bayar lagi. Cuma kita kalau capek jalannya hrs pakai semacam otoped gt yg berbayar, coba bisa gratis ya diawal jam pertama. Jam selanjutnya baru bayar gt mungkin lebih seru lagi. Hehe Terimakasihhh",Jatim Park 2
Silviana Noerita,5,1 bulan lalu,Akhir pekan,"Masih jadi tempat yang menyenangkan untuk liburan, kali ini coba ke VIP di Hall lantai 3. Ada lift jadi nyaman buat bawa anak toddler.",Jatim Park 2
Amelia Nur R,5,3 bulan lalu,Hari biasa,"Disini bagus bgtt weeeii 1. Banyak hewan 3. Semua wahana wajib dicoba, rumah hantu jg. 4. Bisa sekalian olahraga karena jalan jauh bgtttt 5. Wahana baru kaya 3D aquarium immersive park ada di gedung tersendiri dan banyak mainan berhasil teknologi canggih. Bayar nya terpisah dari tiket terusan ke jatim Park 2. Bagi yg penasaran, silahkan dicoba⭐⭐⭐⭐⭐",Jatim Park 2
R_XuXi 20,5,5 bulan lalu,Akhir pekan,"Tempat liburan yang cocok untuk keluarga terutama anak2. Bisa lebih mengenal banyak binatang dan bgus untuk edukasi. Di tiap spot hewan ada penjelasan dan nama hewannya. Tempatnya luas banget,nyaman,bersih. Hewannya juga sehat2,terawat dengan baik,gak kotor. Siapkan tenaga klo kesini ya 😂 krna beneran luas banget tp dijamin dgn hrga tiket terusan dibawah 200k bakalan puas menikmati Pemandangan dan hewan2 di JatimPark 2. Ada cafe jd ga perlu bingung klo tiba2 lapar / haus saat didalam. Semoga Jatim Park 2 selalu konsisten menjaga kebersihan dan merawat hewan2 dengan baik ya 👍👍❤️🫶🫶🤍",Jatim Park 2
Fitri Yuniarti,5,1 minggu lalu,Akhir pekan,"Kesini lg pas liburan sekolah ternyata rame banget, antrian tiket panjang tapi diarahkan petugasnya buat beli tiket mandiri pake debit lebih cepet. Wahana masih sama seperti sebelumnya cuma ada bbrp show baru aja sama bisa kasih makan beberapa hewan seperti gajah, jerapah sampe singa",Jatim Park 2
Shobyzainy@gmail.com Shobyoiy,5,2 bulan lalu,Hari biasa,"Seru sekali, banyak hewan, taman bermain, kolam renang, museum dll. Gak cukup sekali kalau kesini. Usahakan datang lebih awal agar bisa menikmati semua wahana karena tempat yg saaangat luass. Kemarin nyampe JTP2 jam 10an.",Jatim Park 2
agus subur santoso,5,3 bulan lalu,Hari biasa,"Cukup dengan 150rb (weekday) kamu bisa menikmati berbagai wahanya yg recommended Di sarankan masuk mulai jam buka / pagi, supaya waktunua cukup utk menikmati semuanya",Jatim Park 2
Kholifatu Nurlaili Mahardhika,5,4 bulan lalu,Akhir pekan,Tempat main dan belajar soal hewan yang sangat seruu! Buat liburan keluarga dan main sama teman-teman juga cocok 🤩✨ 🕌 Mushola tersedia di dekat foodcourt dan ada masjid juga di dekat parkiran motor. 🎡 Ada banyak wahana yang bisa dimainkan. 🚙 Ada kebun binatang drive thru juga seru banget,Jatim Park 2
Pinti Apriani,5,4 bulan lalu,Hari libur nasional,"Jatim park 2 saya rekomendasikan setelah mengunjungi jatim park 3 Saran pembelian tiketnya melalui online via traveloka atau tiket.com counternya bersebelahan Waktu saya kesana, saya pembelian melalui tiket.com karena antrian traveloka menumpuk. Tempatnya luas, terdiri dari kebun binatangnya, museum binatang, arena permainanya, dll ini jatim park paling luas dan besar. Saya menyarankan menginap di Hotel pohon Inn karena ini hotelnya jatim park 2. Sayangnya waktu mengunjugi kesana hujan deras, sehingga tidak dapat menikmati full. Terutama permainanya. Paling berkesan lihat singanya gemuk² dan sehat. Dan museumnya luar biasa keren. Kita banyak mengenal tentang binatang² yg diawetkan disana. Saran untuk managementnya, apakah bisa dibuka lebih dari jam 5, seperti jatim park 3 tutup nya agak malam. Terutama dibagian musemnya. Semoga next time mengunjungi malang lagi, dan jatim park 2 akan menjadi list pertama saya ♥",Jatim Park 2
Alfan Gumelar,5,2 bulan lalu,Akhir pekan,Pertama kali ke jatimpark 2 dan menurut saya worth it banget dengan harga segitu. Wahana dan atraksi yang diberikan sangat banyak dan lengkap. Akses dan fasilitas sangat dijaga kebersihannya dan keamanannya. Satwa yang ditawarkan juga lumayan lengkap.,Jatim Park 2
Fikri Alfathan,5,2 bulan lalu,Hari biasa,"Setiap kali saya berliburan ke Jawa Timur, Kota Wisata Batu (KWB) selalu menjadi kota wajib bagi saya untuk saya kunjungi. Jatim Park 2 menjadi salah satu tempat wisata wajib kunjungi setiap saya ke KWB. Hari ini, saya dan istri saya membeli tiket terusan Yang pertama saya berkeliling Batu Secret Zoo. Hewan-hewan disini terlihat sangat terawat. Di depan masing-masing kandang/kontainer mereka terpampang jelas informasi tentang hewan-hewan ini, penjelasan singkat yang informatif. Yang terakhir adalah Sweet Memories Selfie. Tempat ini adalah bagian yang saya sayangkan, saya terakhir ke Jatim Park 2 pada tahun 2023, dan tahun 2025 ini saya tidak melihat perubahan yang signifikan. Yang ada, saya melihat beberapa fasilitasnya terlihat rusak, fasilitas yang sebelumnya saya bisa nikmati. Overall, Jatim Park 2 tetap menjadi destinasi wisata yang akan selalu saya nantikan untuk kunjungi setiap kali saya berliburan ke Kota Wisata Batu, Jawa Timur.",Jatim Park 2
Vivin Andriana,4,2 bulan lalu,Hari biasa,Liburan sekeluarga besar ke Jatim Park 2 dengan formasi membawa bocil bocil. Lumayan lengkap wahana dan koleksi hewan. Hanya saja masalah kebersihan di kandang hewan yang masih begitu kurang diperhatikan. Kotor dan bau. Gak nyaman buat pengunjung dan buat hewan yang tinggal disana. Semoga kedepannya diperbaiki lagi masalah kebersihan lokasi kandang.,Jatim Park 2
Ummu Dzaky,5,3 bulan lalu,Akhir pekan,"Sgt berkesan dan menyenangkan meski jalan kaki..kami beli tiket paket an dan semua wahana gratis main sampai puas, namun saya saran jgn beli tiket terusan atau tiket paket kalau tdk datang pagi2 saat jam buka krn waktu kurang utk keliling menyelesaikan rute paket an tiket itu, sayang khan,, krn seruu jd gak bs buru2 jg bgt apalagi bawa anak kecil",Jatim Park 2
Grabby Fuddy,5,2 bulan lalu,Akhir pekan,"Tempat refreshing dan edukatif yg best di kota batu. Masuk ke sini hari biasa sekitar 100 ribu per orang, dan akhir pekan sekitar 150 ribu. Tapi saya ambil paket 150 ribu di hari biasa itu termasuk jalan jalan pake mobil yg suda disediakan oleh jatim park, jadi kita bisa keliling jalan jalan naik mobil melihat wahana yg lebih banyak selain melihat hewan hewan yg lucu. Ngga bakal nyesel ambil paket naik mobil.",Jatim Park 2
Yudhis Tira,5,2 bulan lalu,Akhir pekan,"Jatim Park 2 di Batu, Malang, ini tempatnya keren banget! Salah satu spot yang paling menarik adalah Metaverse Aquarium, di mana kamu bisa menikmati pengalaman virtual yang futuristik dan interaktif. Selain itu, Jatim Park 2 juga menawarkan berbagai wahana dan atraksi yang seru untuk semua umur. Jadi, jika kamu sedang mencari destinasi wisata yang edukatif dan menghibur di Jawa Timur, Jatim Park 2 bisa jadi pilihan yang tepat! Pengalaman di Metaverse Aquarium sangat unik dan tidak akan kamu temukan di tempat lain. Tempat ini sangat worth it untuk dikunjungi bersama keluarga atau teman!",Jatim Park 2
Esti Wulandari,5,3 bulan lalu,Hari libur nasional,"pilihan wisata di batu malang yg paling worth it komplit mulai dari wisata satwa, edupark sampai waterpark dan theme park semua ada harga affordable untuk paket batu secret zoo dan drive thru sangat recomended perlu waktu seharian buat menjelajahi JTP 2",Jatim Park 2
Mangun de jong,5,3 bulan lalu,Hari libur nasional,"Sangat seru sekali wahanya banyak, tempatnya luas seharian puas sekali, sangat cocok liburan keluarga di sini, ada edukasi, ada wahana bermain, ada kolam, ada Zoo pokoknya komplit.",Jatim Park 2
Siska Dian Anggraeni,5,4 bulan lalu,Akhir pekan,"Sebenarnya kesini sudah dari jaman dulu hehe , sampai aku sudah nikah dan waktu mau lahiran masih memyempatkan untuk main karena bakal kesini lagi kalau anak udah agak gedean 🤭 wisata favorit keluarga",Jatim Park 2
Desi Wahyuni,5,3 bulan lalu,Hari libur nasional,"10thun yg lalu ke JP2 ternyta sudah bnyak yg berubah, salah satunya patung gorila besar, kemudian ada wahana kpal nabi nuh sudah tidak ada lagi.. cuma yg skrg wahana lebih bnyak lagi.. smpe ga terasa jelajah JP2 dari jam 08.30 sampe magrib baru kelar, itupun ga semua wahana permainan dicobain krena memang sudah malem dan memang ga semua wahana buka smpe malem.. next kesana lagi.. 🫶🏼",Jatim Park 2
Kharisma Sugesti Ane,5,3 bulan lalu,Hari libur nasional,Tempat wisata keluarga yang terdapat Drive thru dengan menyediakan mobil untuk berkeliling agar tidak capek dan penyewaan e bike dengan biaya 150/3 jam,Jatim Park 2
Listyan Mustika,5,5 bulan lalu,Hari biasa,"tempatnya luas, cukup bersih dan terawat. dapet tiket masuk 125k kalo mau sewa ebike juga bisa banget. banyak wahana cocok banget buat yang bawa keluarga dan anak anak. ada wahana air juga bisa sekalian berenang. buat yang dateng dari luar kota bisa banget kalo seharian disini biar puas mainn dan jalan jalannya",Jatim Park 2
Alice echaa,5,1 bulan lalu,Hari biasa,"Sudah 2kali kesini, kemarin datang waktu h-1 idul adha & tidak antri mulai dari pintu utama hingga di wahana. selalu mengensankan indah kalau main ke jatimpark👍🏻👍🏻",Jatim Park 2
Adeline Ratnawati,5,2 bulan lalu,Hari libur nasional,"anak2 puas main disini, banyak jg satwa2 yang bisa untuk menambah pengetahuan mereka. hanya bila kita kesana saat weekend atau pas liburan, siap2 antri ya.. tiket masuk sudah all in dengan mainan",Jatim Park 2
Novia Fieldzah,5,2 bulan lalu,Akhir pekan,"Jatim park 2 tempat wisata kerennn untuk edukasi, dan banyak sekali jenis hewan dan wahana dianjurkan beli tiket terusan agar bisa mengexplore ke semua, tempat nya bersih",Jatim Park 2
Maria Tiar,5,4 bulan lalu,Hari biasa,"seru bgt ke sini pas weekday sepiii ga ngantri sama sekali, luas bangetttt n hewannya banyak n sehat” semua gendut😍 tp sayang bgt kita dateng kesorean n hujan jd ga sempet cobain wahana”nya..",Jatim Park 2
Intan Berliana,5,4 bulan lalu,Akhir pekan,"Tempat yang sangat luas dan banyak wahana yang wajib dicoba.. untuk keliling di area zoo lumayan cape juga karena areanya luas, mau sewa sepeda ternyata harganya lumayan juga sih sekitar 150rb untuk kaum mendang mending mending dipake jajan seblak 🤣🙏🏻 Saran kalau ada kendaraan seperti mobil kaya di bandung zoo lebih enak sih bayarnya ga terlalu mahal juga 😁🙏🏻",Jatim Park 2
Dewi Gayatri,5,5 bulan lalu,Akhir pekan,"Sudah 5x ke JP2 tetap aja seru. Sekarang ada metaverse, skyride, game VR. Maaf untuk game VR kereta not recomended, ga ada queue line, petugas pun ga tegas ada yg nyerobot tetap diterima masuk, kami yg antri dibelakang jadi menunggu lebih lama. Utk metaverse bagi sy not recomended, biasa aja, duduk dibawah, bagi yg duduk barisan depan bisa melihat full, tp bagi yg duduk barisan tengah dan belakang lebih banyak ketutup kepala orang yg duduk depan dan hp-hp yg sedang merekam. Skyride recomended.",Jatim Park 2
Virgi Andika,5,2 bulan lalu,Akhir pekan,"Tempatnya bagus, gak cukup sehari kalau mau nikmati semua wahana secara keseluruhan , apalagi weekend antrianya panjang",Jatim Park 2
Nawangsih Jayantri,5,3 bulan lalu,Hari libur nasional,"Asyik sic untuk anak² Bisa mengedukasi berbagai macam binatang. Lengkap dengan cara berkembangnya makanannya, jenisnya, keunikannya Mantap pokok nya kalo kesini ajak anak² Mengedukasi sekali",Jatim Park 2
adarylk,5,5 bulan lalu,Hari libur nasional,"Berikut review untuk Jatim Park 2, terutama food court-nya: Jatim Park 2, Destinasi Wisata Keluarga yang Lengkap! Saya dan keluarga baru saja mengunjungi Jatim Park 2 di Batu, Malang, dan kami sangat puas dengan pengalaman tersebut! Salah satu yang paling menonjol adalah food court-nya yang sangat lengkap dan lezat. *Food Court yang Lengkap dan Lezat* Food court di Jatim Park 2 menawarkan berbagai pilihan makanan yang sangat lezat dan harga yang terjangkau. Mulai dari makanan khas Jawa Timur seperti rawon, rujak cingur, dan bakso malang, hingga makanan internasional seperti pizza, burger, dan sushi. *Kelebihan Food Court* 1. *Pilihan Makanan yang Lengkap*: Food court di Jatim Park 2 menawarkan berbagai pilihan makanan yang sangat lezat dan harga yang terjangkau. 2. *Harga yang Terjangkau*: Harga makanan di food court sangat terjangkau, sehingga sangat cocok untuk keluarga atau rombongan. 3. *Tempat yang Nyaman*: Food court di Jatim Park 2 memiliki tempat yang nyaman dan bersih, sehingga sangat cocok untuk menikmati makanan. *Kelebihan Jatim Park 2* 1. *Wahana yang Lengkap*: Jatim Park 2 memiliki berbagai wahana yang sangat menarik dan seru, seperti roller coaster, water boom, dan lain-lain. 2. *Tempat yang Strategis*: Jatim Park 2 terletak di Batu, Malang, yang sangat strategis dan mudah dijangkau. 3. *Harga yang Terjangkau*: Harga tiket masuk Jatim Park 2 sangat terjangkau, sehingga sangat cocok untuk keluarga atau rombongan. *Kesimpulan* Jatim Park 2 adalah destinasi wisata keluarga yang sangat lengkap dan seru. Food court-nya yang sangat lezat dan harga yang terjangkau membuat kami sangat puas dengan pengalaman tersebut. Kami sangat merekomendasikan Jatim Park 2 sebagai destinasi wisata keluarga Anda! Rekomendasi: 1. *Datang lebih awal*: Datang lebih awal untuk menghindari kerumunan dan menikmati wahana yang lebih banyak. 2. *Membawa uang yang cukup*: Membawa uang yang cukup untuk membeli makanan dan minuman di food court. 3. *Menggunakan pakaian yang nyaman*: Menggunakan pakaian yang nyaman untuk menikmati wahana yang lebih banyak.",Jatim Park 2
Kristin Sukaisih,5,1 minggu lalu,Hari biasa,Tempat nyaman buat berlibur bareng keluarga Dan banyak permainan yang bakal membuat anak2 heppy,Jatim Park 2
Katarina Seno,5,1 minggu lalu,Hari biasa,"Nyaman bgtt tempatnya, gak nyesel masuk ke Secret Zoo, Drive Thrue Park yg bisa keliling liat binatang dan ksih makan binatang2, semoga sukses selalu, ttep dipertahankan kebersihannya dan kenyamanannya utk para pengunjung…thanks Jatim Park 2🩷🫰🏻",Jatim Park 2
Hazim Widyadhana,5,6 bulan lalu,Hari libur nasional,"Jawa Timur Park Dua yang Sudah Mendunia! Asli, ini tempatnya luasss banget! Sehari kalau tidak dari pagi ga cukup waktunya! Terdapat banyakkk sekali hewan, dari reptil, unggas, ikan-ikan, dan hewan langka sekalipun. Terdapat Red Panda yang didatangkan langsung dari Jepang! Bisa merasakan experience memberi makan lemur secara langsung, serta bisa memegangnya, tetapi hanya 2 jenis lemur ya ges! Bulunya sangat lembut, seperti karpet sajadah di masjid-masjid hehe. Serta, bisa memberi makan hewan sangat ganas yang mirip seperti Singa, yaitu Harimau! Tenang, tidak usah khawatir! Saat memberi makan, akan dipandu dengan petugas disini yang sangat ramah dan sabar. Tidak hanya kebun binatang saja, tetapi ada juga Museum Satwa! Disinilah ada banyak sekali replika hewan-hewan dari zaman dinosaurus sampai dengan zaman sekarang, dari dasar laut hingga ke udara! Selain itu, ada juga Eco Green Park serta Drive Thru Park! Di Eco Green Park, kita bisa melihat unggas! Memberi makan, serta diedukasi tentang unggas! Di Drive Thru Park, kita bisa memberi makan para hewan dari dalam mobil atau semacam bus wara-wiri. Serta tidak kalah menarik, terdapat banyak sekali wahana permainan yang sangat seru dan sangat menyenangkan tentunya! Berada satu komplek dengan Drive Thru Park. Selamat bersenang-senang di Jawa Timur Park Dua yang Sudah Mendunia!",Jatim Park 2
Muhammad Rizqi Lathif,5,5 bulan lalu,Hari libur nasional,"Tempatnya luas, bersih, koleksi satwa nya lengkap dan terawat, manajemen nya sudah tertata dengan baik. Saran untuk wisatawan yang ingin berkunjung ke sini pada saat libur panjang bisa datang lebih awal atau membeli tiket online terlebih dahulu supaya tidak antri",Jatim Park 2
ivana amalia,1,5 bulan lalu,Akhir pekan,"Libur long weekend penuh jatimpark2 tidak mengantisipasi pengunjung membludak. Dari parkiran drive thru park ke batu secret zoo nya shuttle nya cuman satu jadi harus jalan jauh pulang pergi mana lagi hujan dan bawa anak kecil. Sebaiknya diantisipasi saat weekend tidak amburadul gini enggak jelas. Atau seharusnya dibatasi tiket masuknya jangan asal semua orang bisa masuk. Satu lagi makanan yg deket ebike juga enggak jelas bayar antri ambil makanan dan minuman antri sendiri2. Liburan disini saat weekend stamina harus sehat dan persiapan kaki yang kuat untuk jalan, berdiri dan antri Benar2 sangat kecewa dengan pelayanannya.",Jatim Park 2
Amirotun nisa,5,2 bulan lalu,Hari biasa,"Mau edukasi tentang binatang?, Jatim Park 2 solusinya. Disini disediakan berbagai jenis hewan yang bisa dipelajari. Tempat ini cocok y buat edukasi anak-anak.",Jatim Park 2
Purnama,5,3 bulan lalu,Akhir pekan,Kesini saat bulan puasa jd tidak terlalu ramai. Seru bgt seharian disini karena luas dan banyak hewan dan wahananya jd tidak bosan,Jatim Park 2
JEHA,5,3 bulan lalu,Hari biasa,"Ke sini dengan ekspektasi yang tinggi, dan tentunya sangat memuaskan. Koleksi hewan beragam, anak senang, bapak dan ibu nya pun ikut senang.",Jatim Park 2
